#Source de ce jeu de données : https://coronavirus.politologue.com - Les données proposées dans ce fichier sont une compilation des données proposées par le CSSE (The Johns Hopkins University) https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6
#Les données de ce fichier sont celles qui sont produites pour générer les graphiques sur https: //coronavirus.politologue.com
#Vous pouvez utiliser ces données sans problème et une référence à https://coronavirus.politologue.com sera appréciable
Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection
2020-03-24;Costa Rica;177;2;2;1.13;1.13;97.74
2020-03-24;Cuba;48;1;1;2.08;2.08;95.83
2020-03-24;Cap-vert;3;1;0;33.33;0.00;66.67
2020-03-24;Chypre;124;3;3;2.42;2.42;95.16
2020-03-24;République Tchèque;1394;3;10;0.22;0.72;99.07
2020-03-24;Allemagne;32986;157;3243;0.48;9.83;89.69
2020-03-24;Djibouti;3;0;0;0.00;0.00;100.00
2020-03-24;Danemark;1596;32;3;2.01;0.19;97.81
2020-03-24;Dominique;2;0;0;0.00;0.00;100.00
2020-03-24;République Dominicaine;312;6;3;1.92;0.96;97.12
2020-03-24;Algérie;264;19;24;7.20;9.09;83.71
2020-03-24;Équateur;1082;27;3;2.50;0.28;97.23
2020-03-24;Estonie;369;0;7;0.00;1.90;98.10
2020-03-24;Égypte;402;20;80;4.98;19.90;75.12
2020-03-24;Érythrée;1;0;0;0.00;0.00;100.00
2020-03-24;Espagne;39885;2808;3794;7.04;9.51;83.45
2020-03-24;Éthiopie;12;0;0;0.00;0.00;100.00
2020-03-24;Finlande;792;1;10;0.13;1.26;98.61
2020-03-24;Fidji;4;0;0;0.00;0.00;100.00
2020-03-24;Îles Féroé;122;0;33;0.00;27.05;72.95
2020-03-24;France;22304;1100;3281;4.93;14.71;80.36
2020-03-24;Gabon;6;1;0;16.67;0.00;83.33
2020-03-24;Royaume-Uni;8149;423;135;5.19;1.66;93.15
2020-03-24;Grenade;1;0;0;0.00;0.00;100.00
2020-03-24;Géorgie;70;0;9;0.00;12.86;87.14
2020-03-24;Guyane Française;23;0;6;0.00;26.09;73.91
2020-03-24;Ghana;53;2;0;3.77;0.00;96.23
2020-03-24;Gibraltar;15;0;5;0.00;33.33;66.67
2020-03-24;Gambie;3;1;0;33.33;0.00;66.67
2020-03-24;Guinée;4;0;0;0.00;0.00;100.00
2020-03-24;Guadeloupe;62;1;0;1.61;0.00;98.39
2020-03-24;Guinée Équatoriale;9;0;0;0.00;0.00;100.00
2020-03-24;Grèce;743;20;29;2.69;3.90;93.41
2020-03-24;Guatemala;21;1;0;4.76;0.00;95.24
2020-03-24;Guyana;5;1;0;20.00;0.00;80.00
2020-03-24;Hong-Kong;386;4;101;1.04;26.17;72.80
2020-03-24;Honduras;30;0;0;0.00;0.00;100.00
2020-03-24;Croatie;382;1;5;0.26;1.31;98.43
2020-03-24;Haïti;7;0;0;0.00;0.00;100.00
2020-03-24;Hongrie;187;9;21;4.81;11.23;83.96
2020-03-24;Indonésie;686;55;30;8.02;4.37;87.61
2020-03-24;Irlande;1329;7;5;0.53;0.38;99.10
2020-03-24;Israël;1930;3;53;0.16;2.75;97.10
2020-03-24;Inde;536;10;40;1.87;7.46;90.67
2020-03-24;Iraq;316;27;75;8.54;23.73;67.72
2020-03-24;Iran;24811;1934;8913;7.79;35.92;56.28
2020-03-24;Islande;648;2;51;0.31;7.87;91.82
2020-03-24;Italie;69176;6820;8326;9.86;12.04;78.11
2020-03-24;Jamaïque;21;1;2;4.76;9.52;85.71
2020-03-24;Jordanie;154;0;1;0.00;0.65;99.35
2020-03-24;Japon;1193;43;285;3.60;23.89;72.51
2020-03-24;Kenya;25;0;0;0.00;0.00;100.00
2020-03-24;Kirghizistan;42;0;0;0.00;0.00;100.00
2020-03-24;Cambodge;91;0;4;0.00;4.40;95.60
2020-03-24;Corée du Sud;9037;120;3507;1.33;38.81;59.86
2020-03-24;Koweït;191;0;39;0.00;20.42;79.58
2020-03-24;Kazakhstan;72;0;0;0.00;0.00;100.00
2020-03-24;Laos;2;0;0;0.00;0.00;100.00
2020-03-24;Liban;318;4;8;1.26;2.52;96.23
2020-03-24;Sainte-Lucie;3;0;0;0.00;0.00;100.00
2020-03-24;Liechtenstein;51;0;0;0.00;0.00;100.00
2020-03-24;Sri Lanka;102;0;2;0.00;1.96;98.04
2020-03-24;Libéria;3;0;0;0.00;0.00;100.00
2020-03-24;Lituanie;209;2;1;0.96;0.48;98.56
2020-03-24;Luxembourg;1099;8;6;0.73;0.55;98.73
2020-03-24;Lettonie;197;0;1;0.00;0.51;99.49
2020-03-24;Libye;1;0;0;0.00;0.00;100.00
2020-03-24;Maroc;170;5;6;2.94;3.53;93.53
2020-03-24;Monaco;23;0;1;0.00;4.35;95.65
2020-03-24;Moldavie;125;1;2;0.80;1.60;97.60
2020-03-24;Montenegro;47;1;0;2.13;0.00;97.87
2020-03-24;Saint Martin;8;0;0;0.00;0.00;100.00
2020-03-24;Madagascar;17;0;0;0.00;0.00;100.00
2020-03-24;Macédoine;148;2;1;1.35;0.68;97.97
2020-03-24;Mongolie;10;0;0;0.00;0.00;100.00
2020-03-24;Macao;25;0;10;0.00;40.00;60.00
2020-03-24;Martinique;57;1;0;1.75;0.00;98.25
2020-03-24;Mauritanie;2;0;0;0.00;0.00;100.00
2020-03-24;Malte;110;0;2;0.00;1.82;98.18
2020-03-24;Maurice;42;2;0;4.76;0.00;95.24
2020-03-24;Maldives;13;0;5;0.00;38.46;61.54
2020-03-24;Mexique;367;4;4;1.09;1.09;97.82
2020-03-24;Malaisie;1624;16;183;0.99;11.27;87.75
2020-03-24;Mozambique;3;0;0;0.00;0.00;100.00
2020-03-24;Namibie;7;0;2;0.00;28.57;71.43
2020-03-24;Nouvelle-Calédonie;10;0;0;0.00;0.00;100.00
2020-03-24;Niger;3;0;0;0.00;0.00;100.00
2020-03-24;Nigéria;44;1;2;2.27;4.55;93.18
2020-03-24;Nicaragua;2;0;0;0.00;0.00;100.00
2020-03-24;Pays-Bas;5580;277;3;4.96;0.05;94.98
2020-03-24;Norvège;2863;12;6;0.42;0.21;99.37
2020-03-24;Népal;2;0;1;0.00;50.00;50.00
2020-03-24;Nouvelle-Zélande;155;0;12;0.00;7.74;92.26
2020-03-24;Oman;84;0;17;0.00;20.24;79.76
2020-03-24;Panama;345;6;1;1.74;0.29;97.97
2020-03-24;Pérou;416;7;1;1.68;0.24;98.08
2020-03-24;Polynésie Française;25;0;0;0.00;0.00;100.00
2020-03-24;Papouasie-Nouvelle-Guinée;1;0;0;0.00;0.00;100.00
2020-03-24;Philippines;552;35;20;6.34;3.62;90.04
2020-03-24;Pakistan;972;7;18;0.72;1.85;97.43
2020-03-24;Pologne;901;10;1;1.11;0.11;98.78
2020-03-24;Portugal;2362;33;22;1.40;0.93;97.67
2020-03-24;Paraguay;27;2;0;7.41;0.00;92.59
2020-03-24;Qatar;526;0;41;0.00;7.79;92.21
2020-03-24;Réunion;94;0;1;0.00;1.06;98.94
2020-03-24;Roumanie;794;11;79;1.39;9.95;88.66
2020-03-24;Serbie;303;3;15;0.99;4.95;94.06
2020-03-24;Fédération de Russie;495;1;22;0.20;4.44;95.35
2020-03-24;Rwanda;40;0;0;0.00;0.00;100.00
2020-03-24;Arabie Saoudite;767;1;28;0.13;3.65;96.22
2020-03-24;Seychelles;7;0;0;0.00;0.00;100.00
2020-03-24;Soudan;3;1;0;33.33;0.00;66.67
2020-03-24;Suède;2286;36;16;1.57;0.70;97.73
2020-03-24;Singapour;558;2;156;0.36;27.96;71.68
2020-03-24;Slovénie;480;4;3;0.83;0.63;98.54
2020-03-24;Slovaquie;204;0;7;0.00;3.43;96.57
2020-03-24;Saint-Marin;187;21;4;11.23;2.14;86.63
2020-03-24;Sénégal;86;0;8;0.00;9.30;90.70
2020-03-24;Somalie;1;0;0;0.00;0.00;100.00
2020-03-24;Suriname;7;0;0;0.00;0.00;100.00
2020-03-24;El Salvador;5;0;0;0.00;0.00;100.00
2020-03-24;Syrie;1;0;0;0.00;0.00;100.00
2020-03-24;Eswatini;4;0;0;0.00;0.00;100.00
2020-03-24;Tchad;3;0;0;0.00;0.00;100.00
2020-03-24;Togo;20;0;1;0.00;5.00;95.00
2020-03-24;Thaïlande;827;4;52;0.48;6.29;93.23
2020-03-24;Timor-Leste;1;0;0;0.00;0.00;100.00
2020-03-24;Tunisie;114;4;1;3.51;0.88;95.61
2020-03-24;Turquie;1872;44;0;2.35;0.00;97.65
2020-03-24;Trinité-et-Tobago;57;0;0;0.00;0.00;100.00
2020-03-24;Taïwan;215;2;29;0.93;13.49;85.58
2020-03-24;Tanzanie;12;0;0;0.00;0.00;100.00
2020-03-24;Ukraine;97;3;1;3.09;1.03;95.88
2020-03-24;Ouganda;9;0;0;0.00;0.00;100.00
2020-03-24;États-Unis;53740;706;348;1.31;0.65;98.04
2020-03-24;Uruguay;162;0;0;0.00;0.00;100.00
2020-03-24;Ouzbékistan;50;0;0;0.00;0.00;100.00
2020-03-24;Vatican;4;0;0;0.00;0.00;100.00
2020-03-24;St-Vincent / Grenadines;1;0;0;0.00;0.00;100.00
2020-03-24;Venezuela;84;0;15;0.00;17.86;82.14
2020-03-24;Viet Nam;134;0;17;0.00;12.69;87.31
2020-03-24;Mayotte;36;0;0;0.00;0.00;100.00
2020-03-24;Afrique du Sud;554;0;4;0.00;0.72;99.28
2020-03-24;Zambie;3;0;0;0.00;0.00;100.00
2020-03-24;Zimbabwe;3;1;0;33.33;0.00;66.67
2020-03-23;Andorre;133;1;1;0.75;0.75;98.50
2020-03-23;Émirats Arabes Unis;198;2;41;1.01;20.71;78.28
2020-03-23;Afghanistan;40;1;1;2.50;2.50;95.00
2020-03-23;Antigua-et-Barbuda;3;0;0;0.00;0.00;100.00
2020-03-23;Albanie;104;4;2;3.85;1.92;94.23
2020-03-23;Arménie;235;0;2;0.00;0.85;99.15
2020-03-23;Angola;3;0;0;0.00;0.00;100.00
2020-03-23;Argentine;266;4;27;1.50;10.15;88.35
2020-03-23;Autriche;4474;21;9;0.47;0.20;99.33
2020-03-23;Australie;1682;7;119;0.42;7.07;92.51
2020-03-23;Azerbaïdjan;72;1;10;1.39;13.89;84.72
2020-03-23;Bosnie-Herzégovine;132;1;2;0.76;1.52;97.73
2020-03-23;Barbade;17;0;0;0.00;0.00;100.00
2020-03-23;Bangladesh;33;3;5;9.09;15.15;75.76
2020-03-23;Belgique;3743;88;401;2.35;10.71;86.94
2020-03-23;Burkina Faso;99;4;5;4.04;5.05;90.91
2020-03-23;Bulgarie;201;3;3;1.49;1.49;97.01
2020-03-23;Bahreïn;377;2;164;0.53;43.50;55.97
2020-03-23;Bénin;5;0;0;0.00;0.00;100.00
2020-03-23;Saint Barthélemy;3;0;0;0.00;0.00;100.00
2020-03-23;Brunéi Darussalam;91;0;2;0.00;2.20;97.80
2020-03-23;Bolivie;27;0;0;0.00;0.00;100.00
2020-03-23;Brésil;1924;34;2;1.77;0.10;98.13
2020-03-23;Bahamas;4;0;0;0.00;0.00;100.00
2020-03-23;Bhoutan;2;0;0;0.00;0.00;100.00
2020-03-23;Bélarus;81;0;22;0.00;27.16;72.84
2020-03-23;Belize;1;0;0;0.00;0.00;100.00
2020-03-23;Canada;2088;25;0;1.20;0.00;98.80
2020-03-23;Rép. Dém. du Congo;36;1;0;2.78;0.00;97.22
2020-03-23;République Centrafricaine;3;0;0;0.00;0.00;100.00
2020-03-23;Congo (Brazzaville);4;0;0;0.00;0.00;100.00
2020-03-23;Suisse;8795;120;131;1.36;1.49;97.15
2020-03-23;Côte d'Ivoire;25;0;2;0.00;8.00;92.00
2020-03-23;Chili;746;2;11;0.27;1.47;98.26
2020-03-23;Cameroun;56;0;2;0.00;3.57;96.43
2020-03-23;Chine;81116;3270;72709;4.03;89.64;6.33
2020-03-23;Colombie;277;3;3;1.08;1.08;97.83
2020-03-23;Costa Rica;158;2;2;1.27;1.27;97.47
2020-03-23;Cuba;40;1;0;2.50;0.00;97.50
2020-03-23;Cap-vert;3;0;0;0.00;0.00;100.00
2020-03-23;Chypre;116;1;3;0.86;2.59;96.55
2020-03-23;République Tchèque;1236;1;7;0.08;0.57;99.35
2020-03-23;Allemagne;29056;123;453;0.42;1.56;98.02
2020-03-23;Djibouti;3;0;0;0.00;0.00;100.00
2020-03-23;Danemark;1454;24;1;1.65;0.07;98.28
2020-03-23;Dominique;2;0;0;0.00;0.00;100.00
2020-03-23;République Dominicaine;245;3;3;1.22;1.22;97.55
2020-03-23;Algérie;230;17;65;7.39;28.26;64.35
2020-03-23;Équateur;981;18;3;1.83;0.31;97.86
2020-03-23;Estonie;352;0;4;0.00;1.14;98.86
2020-03-23;Égypte;366;19;68;5.19;18.58;76.23
2020-03-23;Érythrée;1;0;0;0.00;0.00;100.00
2020-03-23;Espagne;35136;2311;3355;6.58;9.55;83.87
2020-03-23;Éthiopie;11;0;0;0.00;0.00;100.00
2020-03-23;Finlande;700;1;10;0.14;1.43;98.43
2020-03-23;Fidji;3;0;0;0.00;0.00;100.00
2020-03-23;Îles Féroé;118;0;23;0.00;19.49;80.51
2020-03-23;France;19874;860;2200;4.33;11.07;84.60
2020-03-23;Gabon;5;1;0;20.00;0.00;80.00
2020-03-23;Royaume-Uni;6711;336;135;5.01;2.01;92.98
2020-03-23;Grenade;1;0;0;0.00;0.00;100.00
2020-03-23;Géorgie;61;0;8;0.00;13.11;86.89
2020-03-23;Guyane Française;20;0;6;0.00;30.00;70.00
2020-03-23;Guernsey;0;0;0;0.00;0.00;0.00
2020-03-23;Ghana;27;2;0;7.41;0.00;92.59
2020-03-23;Gibraltar;15;0;5;0.00;33.33;66.67
2020-03-23;Groenland;0;0;0;0.00;0.00;0.00
2020-03-23;Gambie;2;1;0;50.00;0.00;50.00
2020-03-23;Guinée;4;0;0;0.00;0.00;100.00
2020-03-23;Guadeloupe;62;1;0;1.61;0.00;98.39
2020-03-23;Guinée Équatoriale;9;0;0;0.00;0.00;100.00
2020-03-23;Grèce;695;17;29;2.45;4.17;93.38
2020-03-23;Guatemala;20;1;0;5.00;0.00;95.00
2020-03-23;Guam;0;1;0;0.00;0.00;0.00
2020-03-23;Guyana;20;1;0;5.00;0.00;95.00
2020-03-23;Hong-Kong;356;4;100;1.12;28.09;70.79
2020-03-23;Honduras;27;0;0;0.00;0.00;100.00
2020-03-23;Croatie;315;1;5;0.32;1.59;98.10
2020-03-23;Haïti;6;0;0;0.00;0.00;100.00
2020-03-23;Hongrie;167;7;16;4.19;9.58;86.23
2020-03-23;Indonésie;579;49;30;8.46;5.18;86.36
2020-03-23;Irlande;1125;6;5;0.53;0.44;99.02
2020-03-23;Israël;1442;1;41;0.07;2.84;97.09
2020-03-23;Inde;499;10;34;2.00;6.81;91.18
2020-03-23;Iraq;266;23;62;8.65;23.31;68.05
2020-03-23;Iran;23049;1812;8376;7.86;36.34;55.80
2020-03-23;Islande;588;1;51;0.17;8.67;91.16
2020-03-23;Italie;63927;6077;7432;9.51;11.63;78.87
2020-03-23;Jersey;0;0;0;0.00;0.00;0.00
2020-03-23;Jamaïque;19;1;2;5.26;10.53;84.21
2020-03-23;Jordanie;127;0;1;0.00;0.79;99.21
2020-03-23;Japon;1128;42;235;3.72;20.83;75.44
2020-03-23;Kenya;16;0;0;0.00;0.00;100.00
2020-03-23;Kirghizistan;16;0;0;0.00;0.00;100.00
2020-03-23;Cambodge;87;0;2;0.00;2.30;97.70
2020-03-23;Corée du Sud;8961;111;3166;1.24;35.33;63.43
2020-03-23;Koweït;189;0;30;0.00;15.87;84.13
2020-03-23;Kazakhstan;62;0;0;0.00;0.00;100.00
2020-03-23;Liban;267;4;8;1.50;3.00;95.51
2020-03-23;Sainte-Lucie;3;0;0;0.00;0.00;100.00
2020-03-23;Liechtenstein;51;0;0;0.00;0.00;100.00
2020-03-23;Sri Lanka;97;0;2;0.00;2.06;97.94
2020-03-23;Libéria;3;0;0;0.00;0.00;100.00
2020-03-23;Lituanie;179;1;1;0.56;0.56;98.88
2020-03-23;Luxembourg;875;8;6;0.91;0.69;98.40
2020-03-23;Lettonie;180;0;1;0.00;0.56;99.44
2020-03-23;Maroc;143;4;5;2.80;3.50;93.71
2020-03-23;Monaco;23;0;1;0.00;4.35;95.65
2020-03-23;Moldavie;109;1;2;0.92;1.83;97.25
2020-03-23;Montenegro;27;1;0;3.70;0.00;96.30
2020-03-23;Saint Martin;8;0;0;0.00;0.00;100.00
2020-03-23;Madagascar;12;0;0;0.00;0.00;100.00
2020-03-23;Macédoine;136;2;1;1.47;0.74;97.79
2020-03-23;Mongolie;10;0;0;0.00;0.00;100.00
2020-03-23;Macao;24;0;10;0.00;41.67;58.33
2020-03-23;Martinique;53;1;0;1.89;0.00;98.11
2020-03-23;Mauritanie;2;0;0;0.00;0.00;100.00
2020-03-23;Malte;107;0;2;0.00;1.87;98.13
2020-03-23;Maurice;36;2;0;5.56;0.00;94.44
2020-03-23;Maldives;13;0;5;0.00;38.46;61.54
2020-03-23;Mexique;316;3;4;0.95;1.27;97.78
2020-03-23;Malaisie;1518;14;159;0.92;10.47;88.60
2020-03-23;Mozambique;1;0;0;0.00;0.00;100.00
2020-03-23;Namibie;4;0;0;0.00;0.00;100.00
2020-03-23;Nouvelle-Calédonie;8;0;0;0.00;0.00;100.00
2020-03-23;Niger;3;0;0;0.00;0.00;100.00
2020-03-23;Nigéria;40;1;2;2.50;5.00;92.50
2020-03-23;Nicaragua;2;0;0;0.00;0.00;100.00
2020-03-23;Pays-Bas;4764;214;3;4.49;0.06;95.45
2020-03-23;Norvège;2621;10;6;0.38;0.23;99.39
2020-03-23;Népal;2;0;1;0.00;50.00;50.00
2020-03-23;Nouvelle-Zélande;102;0;0;0.00;0.00;100.00
2020-03-23;Oman;66;0;17;0.00;25.76;74.24
2020-03-23;Panama;313;3;1;0.96;0.32;98.72
2020-03-23;Pérou;395;5;1;1.27;0.25;98.48
2020-03-23;Papouasie-Nouvelle-Guinée;1;0;0;0.00;0.00;100.00
2020-03-23;Philippines;462;33;18;7.14;3.90;88.96
2020-03-23;Pakistan;875;6;13;0.69;1.49;97.83
2020-03-23;Pologne;749;8;13;1.07;1.74;97.20
2020-03-23;Porto Rico;0;1;0;0.00;0.00;0.00
2020-03-23;Portugal;2060;23;14;1.12;0.68;98.20
2020-03-23;Paraguay;22;1;0;4.55;0.00;95.45
2020-03-23;Qatar;501;0;33;0.00;6.59;93.41
2020-03-23;Réunion;71;0;1;0.00;1.41;98.59
2020-03-23;Roumanie;576;7;73;1.22;12.67;86.11
2020-03-23;Serbie;249;3;3;1.20;1.20;97.59
2020-03-23;Fédération de Russie;438;1;17;0.23;3.88;95.89
2020-03-23;Rwanda;36;0;0;0.00;0.00;100.00
2020-03-23;Arabie Saoudite;562;0;19;0.00;3.38;96.62
2020-03-23;Seychelles;7;0;0;0.00;0.00;100.00
2020-03-23;Soudan;2;1;0;50.00;0.00;50.00
2020-03-23;Suède;2046;25;16;1.22;0.78;98.00
2020-03-23;Singapour;509;2;152;0.39;29.86;69.74
2020-03-23;Slovénie;442;3;0;0.68;0.00;99.32
2020-03-23;Slovaquie;186;0;7;0.00;3.76;96.24
2020-03-23;Saint-Marin;187;20;4;10.70;2.14;87.17
2020-03-23;Sénégal;79;0;8;0.00;10.13;89.87
2020-03-23;Somalie;1;0;0;0.00;0.00;100.00
2020-03-23;Suriname;5;0;0;0.00;0.00;100.00
2020-03-23;El Salvador;3;0;0;0.00;0.00;100.00
2020-03-23;Syrie;1;0;0;0.00;0.00;100.00
2020-03-23;Eswatini;4;0;0;0.00;0.00;100.00
2020-03-23;Tchad;1;0;0;0.00;0.00;100.00
2020-03-23;Togo;18;0;0;0.00;0.00;100.00
2020-03-23;Thaïlande;721;1;52;0.14;7.21;92.65
2020-03-23;Timor-Leste;1;0;0;0.00;0.00;100.00
2020-03-23;Tunisie;89;3;1;3.37;1.12;95.51
2020-03-23;Turquie;1529;37;0;2.42;0.00;97.58
2020-03-23;Trinité-et-Tobago;51;0;0;0.00;0.00;100.00
2020-03-23;Taïwan;195;2;28;1.03;14.36;84.62
2020-03-23;Tanzanie;12;0;0;0.00;0.00;100.00
2020-03-23;Ukraine;73;3;1;4.11;1.37;94.52
2020-03-23;Ouganda;9;0;0;0.00;0.00;100.00
2020-03-23;États-Unis;43667;552;0;1.26;0.00;98.74
2020-03-23;Uruguay;158;0;0;0.00;0.00;100.00
2020-03-23;Ouzbékistan;46;0;0;0.00;0.00;100.00
2020-03-23;Vatican;1;0;0;0.00;0.00;100.00
2020-03-23;St-Vincent / Grenadines;1;0;0;0.00;0.00;100.00
2020-03-23;Venezuela;77;0;15;0.00;19.48;80.52
2020-03-23;Viet Nam;123;0;17;0.00;13.82;86.18
2020-03-23;Kosovo;2;0;0;0.00;0.00;100.00
2020-03-23;Mayotte;24;0;0;0.00;0.00;100.00
2020-03-23;Afrique du Sud;402;0;4;0.00;1.00;99.00
2020-03-23;Zambie;3;0;0;0.00;0.00;100.00
2020-03-23;Zimbabwe;3;1;0;33.33;0.00;66.67
2020-03-23;Autres;712;8;567;1.12;79.63;19.24
2020-03-22;Andorre;113;1;1;0.88;0.88;98.23
2020-03-22;Émirats Arabes Unis;153;2;38;1.31;24.84;73.86
2020-03-22;Afghanistan;40;1;1;2.50;2.50;95.00
2020-03-22;Antigua-et-Barbuda;1;0;0;0.00;0.00;100.00
2020-03-22;Albanie;89;2;2;2.25;2.25;95.51
2020-03-22;Arménie;194;0;2;0.00;1.03;98.97
2020-03-22;Angola;2;0;0;0.00;0.00;100.00
2020-03-22;Argentine;266;4;27;1.50;10.15;88.35
2020-03-22;Autriche;3580;16;9;0.45;0.25;99.30
2020-03-22;Australie;1490;7;92;0.47;6.17;93.36
2020-03-22;Azerbaïdjan;65;1;11;1.54;16.92;81.54
2020-03-22;Bosnie-Herzégovine;126;1;2;0.79;1.59;97.62
2020-03-22;Barbade;14;0;0;0.00;0.00;100.00
2020-03-22;Bangladesh;27;2;3;7.41;11.11;81.48
2020-03-22;Belgique;3401;75;263;2.21;7.73;90.06
2020-03-22;Burkina Faso;75;4;5;5.33;6.67;88.00
2020-03-22;Bulgarie;187;3;3;1.60;1.60;96.79
2020-03-22;Bahreïn;334;2;149;0.60;44.61;54.79
2020-03-22;Bénin;2;0;0;0.00;0.00;100.00
2020-03-22;Saint Barthélemy;3;0;0;0.00;0.00;100.00
2020-03-22;Brunéi Darussalam;88;0;2;0.00;2.27;97.73
2020-03-22;Bolivie;24;0;0;0.00;0.00;100.00
2020-03-22;Brésil;1546;25;2;1.62;0.13;98.25
2020-03-22;Bahamas;4;0;0;0.00;0.00;100.00
2020-03-22;Bhoutan;2;0;0;0.00;0.00;100.00
2020-03-22;Bélarus;76;0;15;0.00;19.74;80.26
2020-03-22;Canada;1470;21;0;1.43;0.00;98.57
2020-03-22;Rép. Dém. du Congo;30;1;0;3.33;0.00;96.67
2020-03-22;République Centrafricaine;3;0;0;0.00;0.00;100.00
2020-03-22;Congo (Brazzaville);3;0;0;0.00;0.00;100.00
2020-03-22;Suisse;7474;98;131;1.31;1.75;96.94
2020-03-22;Côte d'Ivoire;14;0;1;0.00;7.14;92.86
2020-03-22;Chili;632;1;8;0.16;1.27;98.58
2020-03-22;Cameroun;40;0;2;0.00;5.00;95.00
2020-03-22;Chine;81060;3261;72252;4.02;89.13;6.84
2020-03-22;Colombie;231;2;3;0.87;1.30;97.84
2020-03-22;Costa Rica;134;2;2;1.49;1.49;97.01
2020-03-22;Cuba;35;1;0;2.86;0.00;97.14
2020-03-22;Cap-vert;3;0;0;0.00;0.00;100.00
2020-03-22;Chypre;95;1;3;1.05;3.16;95.79
2020-03-22;République Tchèque;1120;1;6;0.09;0.54;99.38
2020-03-22;Allemagne;24873;94;266;0.38;1.07;98.55
2020-03-22;Djibouti;1;0;0;0.00;0.00;100.00
2020-03-22;Danemark;1399;13;1;0.93;0.07;99.00
2020-03-22;Dominique;1;0;0;0.00;0.00;100.00
2020-03-22;République Dominicaine;202;3;0;1.49;0.00;98.51
2020-03-22;Algérie;201;17;65;8.46;32.34;59.20
2020-03-22;Équateur;789;14;3;1.77;0.38;97.85
2020-03-22;Estonie;326;0;4;0.00;1.23;98.77
2020-03-22;Égypte;327;14;56;4.28;17.13;78.59
2020-03-22;Érythrée;1;0;0;0.00;0.00;100.00
2020-03-22;Espagne;28603;1756;2125;6.14;7.43;86.43
2020-03-22;Éthiopie;11;0;0;0.00;0.00;100.00
2020-03-22;Finlande;626;1;10;0.16;1.60;98.24
2020-03-22;Fidji;2;0;0;0.00;0.00;100.00
2020-03-22;Îles Féroé;115;0;3;0.00;2.61;97.39
2020-03-22;France;16018;674;2200;4.21;13.73;82.06
2020-03-22;Gabon;5;1;0;20.00;0.00;80.00
2020-03-22;Royaume-Uni;5726;282;93;4.92;1.62;93.45
2020-03-22;Grenade;1;0;0;0.00;0.00;100.00
2020-03-22;Géorgie;54;0;1;0.00;1.85;98.15
2020-03-22;Guyane Française;18;0;0;0.00;0.00;100.00
2020-03-22;Guernsey;0;0;0;0.00;0.00;0.00
2020-03-22;Ghana;23;1;0;4.35;0.00;95.65
2020-03-22;Gibraltar;15;0;2;0.00;13.33;86.67
2020-03-22;Groenland;0;0;0;0.00;0.00;0.00
2020-03-22;Gambie;1;0;0;0.00;0.00;100.00
2020-03-22;Guinée;2;0;0;0.00;0.00;100.00
2020-03-22;Guadeloupe;56;1;0;1.79;0.00;98.21
2020-03-22;Guinée Équatoriale;6;0;0;0.00;0.00;100.00
2020-03-22;Grèce;624;15;19;2.40;3.04;94.55
2020-03-22;Guatemala;19;1;0;5.26;0.00;94.74
2020-03-22;Guam;0;1;0;0.00;0.00;0.00
2020-03-22;Guyana;18;1;0;5.56;0.00;94.44
2020-03-22;Hong-Kong;317;4;100;1.26;31.55;67.19
2020-03-22;Honduras;26;0;0;0.00;0.00;100.00
2020-03-22;Croatie;254;1;5;0.39;1.97;97.64
2020-03-22;Haïti;2;0;0;0.00;0.00;100.00
2020-03-22;Hongrie;131;6;16;4.58;12.21;83.21
2020-03-22;Indonésie;514;48;29;9.34;5.64;85.02
2020-03-22;Irlande;906;4;5;0.44;0.55;99.01
2020-03-22;Israël;1071;1;37;0.09;3.45;96.45
2020-03-22;Inde;396;7;24;1.77;6.06;92.17
2020-03-22;Iraq;233;20;57;8.58;24.46;66.95
2020-03-22;Iran;21638;1685;7635;7.79;35.29;56.93
2020-03-22;Islande;568;1;5;0.18;0.88;98.94
2020-03-22;Italie;59138;5476;7024;9.26;11.88;78.86
2020-03-22;Jersey;0;0;0;0.00;0.00;0.00
2020-03-22;Jamaïque;19;1;2;5.26;10.53;84.21
2020-03-22;Jordanie;112;0;1;0.00;0.89;99.11
2020-03-22;Japon;1086;36;235;3.31;21.64;75.05
2020-03-22;Kenya;15;0;0;0.00;0.00;100.00
2020-03-22;Kirghizistan;14;0;0;0.00;0.00;100.00
2020-03-22;Cambodge;84;0;2;0.00;2.38;97.62
2020-03-22;Corée du Sud;8897;104;2909;1.17;32.70;66.13
2020-03-22;Koweït;188;0;30;0.00;15.96;84.04
2020-03-22;Kazakhstan;59;0;0;0.00;0.00;100.00
2020-03-22;Liban;248;4;8;1.61;3.23;95.16
2020-03-22;Sainte-Lucie;2;0;0;0.00;0.00;100.00
2020-03-22;Liechtenstein;37;0;0;0.00;0.00;100.00
2020-03-22;Sri Lanka;82;0;3;0.00;3.66;96.34
2020-03-22;Libéria;3;0;0;0.00;0.00;100.00
2020-03-22;Lituanie;129;1;1;0.78;0.78;98.45
2020-03-22;Luxembourg;798;8;6;1.00;0.75;98.25
2020-03-22;Lettonie;139;0;1;0.00;0.72;99.28
2020-03-22;Maroc;115;4;3;3.48;2.61;93.91
