#Source de ce jeu de données : https://coronavirus.politologue.com - Les données proposées dans ce fichier sont une compilation des données proposées par le CSSE (The Johns Hopkins University) https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6
#Les données de ce fichier sont celles qui sont produites pour générer les graphiques sur https: //coronavirus.politologue.com
#Vous pouvez utiliser ces données sans problème et une référence à https://coronavirus.politologue.com sera appréciable
Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection
2020-04-04;Pérou;1746;73;914;4.18;52.35;43.47
2020-04-04;Polynésie Française;40;0;0;0.00;0.00;100.00
2020-04-04;Papouasie-Nouvelle-Guinée;1;0;0;0.00;0.00;100.00
2020-04-04;Philippines;3094;144;57;4.65;1.84;93.50
2020-04-04;Pakistan;2818;41;131;1.45;4.65;93.90
2020-04-04;Pologne;3627;79;116;2.18;3.20;94.62
2020-04-04;Palestine;217;1;21;0.46;9.68;89.86
2020-04-04;Portugal;10524;266;75;2.53;0.71;96.76
2020-04-04;Paraguay;96;3;12;3.13;12.50;84.38
2020-04-04;Qatar;1325;3;109;0.23;8.23;91.55
2020-04-04;Réunion;334;0;40;0.00;11.98;88.02
2020-04-04;Roumanie;3613;146;329;4.04;9.11;86.85
2020-04-04;Serbie;1624;44;0;2.71;0.00;97.29
2020-04-04;Fédération de Russie;4731;43;333;0.91;7.04;92.05
2020-04-04;Rwanda;102;0;0;0.00;0.00;100.00
2020-04-04;Arabie Saoudite;2179;29;420;1.33;19.27;79.39
2020-04-04;Seychelles;10;0;0;0.00;0.00;100.00
2020-04-04;Soudan;10;2;2;20.00;20.00;60.00
2020-04-04;Suède;6443;373;205;5.79;3.18;91.03
2020-04-04;Singapour;1189;6;297;0.50;24.98;74.52
2020-04-04;Slovénie;977;22;79;2.25;8.09;89.66
2020-04-04;Slovaquie;471;1;10;0.21;2.12;97.66
2020-04-04;Sierra Leone;4;0;0;0.00;0.00;100.00
2020-04-04;Saint-Marin;259;32;27;12.36;10.42;77.22
2020-04-04;Sénégal;219;2;72;0.91;32.88;66.21
2020-04-04;Somalie;7;0;1;0.00;14.29;85.71
2020-04-04;Suriname;10;1;0;10.00;0.00;90.00
2020-04-04;El Salvador;56;3;2;5.36;3.57;91.07
2020-04-04;Syrie;16;2;2;12.50;12.50;75.00
2020-04-04;Eswatini;9;0;0;0.00;0.00;100.00
2020-04-04;Tchad;9;0;0;0.00;0.00;100.00
2020-04-04;Togo;41;3;17;7.32;41.46;51.22
2020-04-04;Thaïlande;2067;20;674;0.97;32.61;66.42
2020-04-04;Timor-Leste;1;0;0;0.00;0.00;100.00
2020-04-04;Tunisie;553;18;5;3.25;0.90;95.84
2020-04-04;Turquie;23934;501;786;2.09;3.28;94.62
2020-04-04;Trinité-et-Tobago;103;6;1;5.83;0.97;93.20
2020-04-04;Taïwan;355;5;50;1.41;14.08;84.51
2020-04-04;Tanzanie;20;1;3;5.00;15.00;80.00
2020-04-04;Ukraine;1225;32;25;2.61;2.04;95.35
2020-04-04;Ouganda;48;0;0;0.00;0.00;100.00
2020-04-04;États-Unis;308853;8407;14652;2.72;4.74;92.53
2020-04-04;Uruguay;400;5;93;1.25;23.25;75.50
2020-04-04;Ouzbékistan;266;2;25;0.75;9.40;89.85
2020-04-04;Vatican;7;0;0;0.00;0.00;100.00
2020-04-04;St-Vincent / Grenadines;7;0;1;0.00;14.29;85.71
2020-04-04;Venezuela;155;7;52;4.52;33.55;61.94
2020-04-04;Viet Nam;240;0;90;0.00;37.50;62.50
2020-04-04;Kosovo;135;1;16;0.74;11.85;87.41
2020-04-04;Mayotte;134;2;14;1.49;10.45;88.06
2020-04-04;Afrique du Sud;1585;9;95;0.57;5.99;93.44
2020-04-04;Zambie;39;1;2;2.56;5.13;92.31
2020-04-04;Zimbabwe;9;1;0;11.11;0.00;88.89
2020-04-04;Autres;721;13;619;1.80;85.85;12.34
2020-04-03;Andorre;439;16;16;3.64;3.64;92.71
2020-04-03;Émirats Arabes Unis;1264;9;108;0.71;8.54;90.74
2020-04-03;Afghanistan;281;6;10;2.14;3.56;94.31
2020-04-03;Antigua-et-Barbuda;15;0;0;0.00;0.00;100.00
2020-04-03;Albanie;304;17;89;5.59;29.28;65.13
2020-04-03;Arménie;736;7;43;0.95;5.84;93.21
2020-04-03;Angola;8;2;1;25.00;12.50;62.50
2020-04-03;Argentine;1265;39;266;3.08;21.03;75.89
2020-04-03;Autriche;11524;168;2022;1.46;17.55;81.00
2020-04-03;Australie;5330;28;649;0.53;12.18;87.30
2020-04-03;Azerbaïdjan;443;5;32;1.13;7.22;91.65
2020-04-03;Bosnie-Herzégovine;579;17;27;2.94;4.66;92.40
2020-04-03;Barbade;51;0;0;0.00;0.00;100.00
2020-04-03;Bangladesh;61;6;26;9.84;42.62;47.54
2020-04-03;Belgique;16770;1143;2872;6.82;17.13;76.06
2020-04-03;Burkina Faso;302;16;50;5.30;16.56;78.15
2020-04-03;Bulgarie;485;14;30;2.89;6.19;90.93
2020-04-03;Bahreïn;672;4;382;0.60;56.85;42.56
2020-04-03;Burundi;3;0;0;0.00;0.00;100.00
2020-04-03;Bénin;16;0;2;0.00;12.50;87.50
2020-04-03;Saint Barthélemy;6;0;1;0.00;16.67;83.33
2020-04-03;Brunéi Darussalam;134;1;65;0.75;48.51;50.75
2020-04-03;Bolivie;132;9;1;6.82;0.76;92.42
2020-04-03;Brésil;9056;359;127;3.96;1.40;94.63
2020-04-03;Bahamas;24;1;1;4.17;4.17;91.67
2020-04-03;Bhoutan;5;0;2;0.00;40.00;60.00
2020-04-03;Botswana;4;1;0;25.00;0.00;75.00
2020-04-03;Bélarus;351;4;53;1.14;15.10;83.76
2020-04-03;Belize;4;0;0;0.00;0.00;100.00
2020-04-03;Canada;12437;179;2175;1.44;17.49;81.07
2020-04-03;Rép. Dém. du Congo;134;13;3;9.70;2.24;88.06
2020-04-03;République Centrafricaine;8;0;0;0.00;0.00;100.00
2020-04-03;Congo (Brazzaville);22;2;2;9.09;9.09;81.82
2020-04-03;Suisse;19606;591;4846;3.01;24.72;72.27
2020-04-03;Côte d'Ivoire;218;1;19;0.46;8.72;90.83
2020-04-03;Chili;3737;22;427;0.59;11.43;87.99
2020-04-03;Cameroun;509;8;17;1.57;3.34;95.09
2020-04-03;Chine;81623;3322;76577;4.07;93.82;2.11
2020-04-03;Colombie;1267;25;55;1.97;4.34;93.69
2020-04-03;Costa Rica;416;2;11;0.48;2.64;96.88
2020-04-03;Cuba;269;6;15;2.23;5.58;92.19
2020-04-03;Cap-vert;6;1;0;16.67;0.00;83.33
2020-04-03;Chypre;396;11;28;2.78;7.07;90.15
2020-04-03;République Tchèque;4091;53;72;1.30;1.76;96.94
2020-04-03;Allemagne;91159;1275;24575;1.40;26.96;71.64
2020-04-03;Djibouti;49;0;8;0.00;16.33;83.67
2020-04-03;Danemark;3767;139;1196;3.69;31.75;64.56
2020-04-03;Dominique;12;0;0;0.00;0.00;100.00
2020-04-03;République Dominicaine;1488;68;16;4.57;1.08;94.35
2020-04-03;Algérie;1171;105;62;8.97;5.29;85.74
2020-04-03;Équateur;3368;145;65;4.31;1.93;93.76
2020-04-03;Estonie;961;12;48;1.25;4.99;93.76
2020-04-03;Égypte;985;66;216;6.70;21.93;71.37
2020-04-03;Érythrée;22;0;0;0.00;0.00;100.00
2020-04-03;Espagne;119199;11198;30513;9.39;25.60;65.01
2020-04-03;Éthiopie;35;0;3;0.00;8.57;91.43
2020-04-03;Finlande;1615;20;300;1.24;18.58;80.19
2020-04-03;Fidji;7;0;0;0.00;0.00;100.00
2020-04-03;Îles Féroé;179;0;91;0.00;50.84;49.16
2020-04-03;France;64338;6507;14008;10.11;21.77;68.11
2020-04-03;Gabon;21;1;1;4.76;4.76;90.48
2020-04-03;Royaume-Uni;38594;3611;162;9.36;0.42;90.22
2020-04-03;Grenade;12;0;0;0.00;0.00;100.00
2020-04-03;Géorgie;155;0;28;0.00;18.06;81.94
2020-04-03;Guyane Française;57;0;22;0.00;38.60;61.40
2020-04-03;Ghana;205;5;31;2.44;15.12;82.44
2020-04-03;Gibraltar;95;0;46;0.00;48.42;51.58
2020-04-03;Gambie;4;1;2;25.00;50.00;25.00
2020-04-03;Guinée;73;0;2;0.00;2.74;97.26
2020-04-03;Guadeloupe;130;7;24;5.38;18.46;76.15
2020-04-03;Guinée Équatoriale;16;0;1;0.00;6.25;93.75
2020-04-03;Grèce;1613;63;78;3.91;4.84;91.26
2020-04-03;Guatemala;50;1;12;2.00;24.00;74.00
2020-04-03;Guinée-Bissau;15;0;0;0.00;0.00;100.00
2020-04-03;Guyana;23;4;0;17.39;0.00;82.61
2020-04-03;Hong-Kong;845;4;173;0.47;20.47;79.05
2020-04-03;Honduras;222;15;3;6.76;1.35;91.89
2020-04-03;Croatie;1079;8;92;0.74;8.53;90.73
2020-04-03;Haïti;18;0;1;0.00;5.56;94.44
2020-04-03;Hongrie;623;26;43;4.17;6.90;88.92
2020-04-03;Indonésie;1986;181;134;9.11;6.75;84.14
2020-04-03;Irlande;4273;120;5;2.81;0.12;97.07
2020-04-03;Israël;7428;40;403;0.54;5.43;94.04
2020-04-03;Inde;2567;72;192;2.80;7.48;89.72
2020-04-03;Iraq;820;54;226;6.59;27.56;65.85
2020-04-03;Iran;53183;3294;17935;6.19;33.72;60.08
2020-04-03;Islande;1364;4;309;0.29;22.65;77.05
2020-04-03;Italie;119827;14681;19758;12.25;16.49;71.26
2020-04-03;Jamaïque;47;3;2;6.38;4.26;89.36
2020-04-03;Jordanie;310;5;58;1.61;18.71;79.68
2020-04-03;Japon;2617;63;514;2.41;19.64;77.95
2020-04-03;Kenya;122;4;4;3.28;3.28;93.44
2020-04-03;Kirghizistan;130;1;6;0.77;4.62;94.62
2020-04-03;Cambodge;114;0;35;0.00;30.70;69.30
2020-04-03;Saint-Kitts-et-Nevis;9;0;0;0.00;0.00;100.00
2020-04-03;Corée du Sud;10062;174;6021;1.73;59.84;38.43
2020-04-03;Koweït;417;0;82;0.00;19.66;80.34
2020-04-03;Kazakhstan;464;6;29;1.29;6.25;92.46
2020-04-03;Laos;10;0;0;0.00;0.00;100.00
2020-04-03;Liban;508;17;50;3.35;9.84;86.81
2020-04-03;Sainte-Lucie;13;0;1;0.00;7.69;92.31
2020-04-03;Liechtenstein;75;0;0;0.00;0.00;100.00
2020-04-03;Sri Lanka;159;4;24;2.52;15.09;82.39
2020-04-03;Libéria;7;0;0;0.00;0.00;100.00
2020-04-03;Lituanie;696;9;7;1.29;1.01;97.70
2020-04-03;Luxembourg;2612;31;500;1.19;19.14;79.67
2020-04-03;Lettonie;493;1;1;0.20;0.20;99.59
2020-04-03;Libye;11;1;0;9.09;0.00;90.91
2020-04-03;Maroc;791;48;57;6.07;7.21;86.73
2020-04-03;Monaco;64;1;3;1.56;4.69;93.75
2020-04-03;Moldavie;591;8;26;1.35;4.40;94.25
2020-04-03;Montenegro;174;2;1;1.15;0.57;98.28
2020-04-03;Saint Martin;22;1;2;4.55;9.09;86.36
2020-04-03;Madagascar;70;0;0;0.00;0.00;100.00
2020-04-03;Macédoine;430;12;20;2.79;4.65;92.56
2020-04-03;Mali;39;3;0;7.69;0.00;92.31
2020-04-03;Birmanie;20;1;0;5.00;0.00;95.00
2020-04-03;Mongolie;14;0;2;0.00;14.29;85.71
2020-04-03;Macao;43;0;10;0.00;23.26;76.74
2020-04-03;Martinique;143;3;27;2.10;18.88;79.02
2020-04-03;Mauritanie;6;1;2;16.67;33.33;50.00
2020-04-03;Malte;202;0;2;0.00;0.99;99.01
2020-04-03;Maurice;186;7;0;3.76;0.00;96.24
2020-04-03;Maldives;19;0;13;0.00;68.42;31.58
2020-04-03;Malawi;3;0;0;0.00;0.00;100.00
2020-04-03;Mexique;1510;50;633;3.31;41.92;54.77
2020-04-03;Malaisie;3333;53;827;1.59;24.81;73.60
2020-04-03;Mozambique;10;0;0;0.00;0.00;100.00
2020-04-03;Namibie;14;0;3;0.00;21.43;78.57
2020-04-03;Nouvelle-Calédonie;18;0;1;0.00;5.56;94.44
2020-04-03;Niger;120;5;0;4.17;0.00;95.83
2020-04-03;Nigéria;210;4;25;1.90;11.90;86.19
2020-04-03;Nicaragua;5;1;0;20.00;0.00;80.00
2020-04-03;Pays-Bas;15821;1490;260;9.42;1.64;88.94
2020-04-03;Norvège;5370;59;32;1.10;0.60;98.31
2020-04-03;Népal;6;0;1;0.00;16.67;83.33
2020-04-03;Nouvelle-Zélande;868;1;103;0.12;11.87;88.02
2020-04-03;Oman;252;1;57;0.40;22.62;76.98
2020-04-03;Panama;1475;37;10;2.51;0.68;96.81
2020-04-03;Pérou;1595;61;537;3.82;33.67;62.51
2020-04-03;Polynésie Française;39;0;0;0.00;0.00;100.00
2020-04-03;Papouasie-Nouvelle-Guinée;1;0;0;0.00;0.00;100.00
2020-04-03;Philippines;3018;136;52;4.51;1.72;93.77
2020-04-03;Pakistan;2686;40;126;1.49;4.69;93.82
2020-04-03;Pologne;3383;71;56;2.10;1.66;96.25
2020-04-03;Palestine;194;1;21;0.52;10.82;88.66
2020-04-03;Portugal;9886;246;68;2.49;0.69;96.82
2020-04-03;Paraguay;92;3;6;3.26;6.52;90.22
2020-04-03;Qatar;1075;3;93;0.28;8.65;91.07
2020-04-03;Réunion;321;0;40;0.00;12.46;87.54
2020-04-03;Roumanie;3183;133;283;4.18;8.89;86.93
2020-04-03;Serbie;1476;39;0;2.64;0.00;97.36
2020-04-03;Fédération de Russie;4149;34;281;0.82;6.77;92.41
2020-04-03;Rwanda;89;0;0;0.00;0.00;100.00
2020-04-03;Arabie Saoudite;2039;25;351;1.23;17.21;81.56
2020-04-03;Seychelles;10;0;0;0.00;0.00;100.00
2020-04-03;Soudan;10;2;2;20.00;20.00;60.00
2020-04-03;Suède;6131;358;205;5.84;3.34;90.82
2020-04-03;Singapour;1114;5;282;0.45;25.31;74.24
2020-04-03;Slovénie;934;20;70;2.14;7.49;90.36
2020-04-03;Slovaquie;450;1;10;0.22;2.22;97.56
2020-04-03;Sierra Leone;2;0;0;0.00;0.00;100.00
2020-04-03;Saint-Marin;245;30;21;12.24;8.57;79.18
2020-04-03;Sénégal;207;1;66;0.48;31.88;67.63
2020-04-03;Somalie;7;0;1;0.00;14.29;85.71
2020-04-03;Suriname;10;1;0;10.00;0.00;90.00
2020-04-03;El Salvador;46;2;0;4.35;0.00;95.65
2020-04-03;Syrie;16;2;0;12.50;0.00;87.50
2020-04-03;Eswatini;9;0;0;0.00;0.00;100.00
2020-04-03;Tchad;8;0;0;0.00;0.00;100.00
2020-04-03;Togo;40;3;17;7.50;42.50;50.00
2020-04-03;Thaïlande;1978;19;612;0.96;30.94;68.10
2020-04-03;Timor-Leste;1;0;0;0.00;0.00;100.00
2020-04-03;Tunisie;495;18;5;3.64;1.01;95.35
2020-04-03;Turquie;20921;425;484;2.03;2.31;95.66
2020-04-03;Trinité-et-Tobago;98;6;1;6.12;1.02;92.86
2020-04-03;Taïwan;348;5;50;1.44;14.37;84.20
2020-04-03;Tanzanie;20;1;3;5.00;15.00;80.00
2020-04-03;Ukraine;1072;27;22;2.52;2.05;95.43
2020-04-03;Ouganda;48;0;0;0.00;0.00;100.00
2020-04-03;États-Unis;275586;7087;9707;2.57;3.52;93.91
2020-04-03;Uruguay;369;4;68;1.08;18.43;80.49
2020-04-03;Ouzbékistan;227;2;25;0.88;11.01;88.11
2020-04-03;Vatican;7;0;0;0.00;0.00;100.00
2020-04-03;St-Vincent / Grenadines;3;0;1;0.00;33.33;66.67
2020-04-03;Venezuela;153;7;52;4.58;33.99;61.44
2020-04-03;Viet Nam;237;0;85;0.00;35.86;64.14
2020-04-03;Kosovo;126;1;10;0.79;7.94;91.27
2020-04-03;Mayotte;128;2;10;1.56;7.81;90.63
2020-04-03;Afrique du Sud;1505;9;95;0.60;6.31;93.09
2020-04-03;Zambie;39;1;2;2.56;5.13;92.31
2020-04-03;Zimbabwe;9;1;0;11.11;0.00;88.89
2020-04-03;Autres;721;13;619;1.80;85.85;12.34
2020-04-02;Andorre;428;15;10;3.50;2.34;94.16
2020-04-02;Émirats Arabes Unis;1024;8;96;0.78;9.38;89.84
2020-04-02;Afghanistan;273;6;10;2.20;3.66;94.14
2020-04-02;Antigua-et-Barbuda;9;0;0;0.00;0.00;100.00
2020-04-02;Albanie;277;16;76;5.78;27.44;66.79
2020-04-02;Arménie;663;7;33;1.06;4.98;93.97
2020-04-02;Angola;8;2;1;25.00;12.50;62.50
2020-04-02;Argentine;1133;36;256;3.18;22.59;74.23
2020-04-02;Autriche;11129;158;1749;1.42;15.72;82.86
2020-04-02;Australie;5116;24;520;0.47;10.16;89.37
2020-04-02;Azerbaïdjan;400;5;26;1.25;6.50;92.25
2020-04-02;Bosnie-Herzégovine;533;16;20;3.00;3.75;93.25
2020-04-02;Barbade;46;0;0;0.00;0.00;100.00
2020-04-02;Bangladesh;56;6;25;10.71;44.64;44.64
2020-04-02;Belgique;15348;1011;2495;6.59;16.26;77.16
2020-04-02;Burkina Faso;288;16;50;5.56;17.36;77.08
2020-04-02;Bulgarie;457;10;25;2.19;5.47;92.34
2020-04-02;Bahreïn;643;4;381;0.62;59.25;40.12
2020-04-02;Burundi;3;0;0;0.00;0.00;100.00
2020-04-02;Bénin;13;0;1;0.00;7.69;92.31
2020-04-02;Saint Barthélemy;6;0;1;0.00;16.67;83.33
2020-04-02;Brunéi Darussalam;133;1;56;0.75;42.11;57.14
2020-04-02;Bolivie;123;8;1;6.50;0.81;92.68
2020-04-02;Brésil;8044;324;127;4.03;1.58;94.39
2020-04-02;Bahamas;24;1;1;4.17;4.17;91.67
2020-04-02;Bhoutan;5;0;1;0.00;20.00;80.00
2020-04-02;Botswana;4;1;0;25.00;0.00;75.00
2020-04-02;Bélarus;304;4;53;1.32;17.43;81.25
2020-04-02;Belize;3;0;0;0.00;0.00;100.00
2020-04-02;Canada;11284;139;1735;1.23;15.38;83.39
2020-04-02;Rép. Dém. du Congo;134;13;3;9.70;2.24;88.06
2020-04-02;République Centrafricaine;3;0;0;0.00;0.00;100.00
2020-04-02;Congo (Brazzaville);22;2;2;9.09;9.09;81.82
2020-04-02;Suisse;18827;536;4013;2.85;21.32;75.84
2020-04-02;Côte d'Ivoire;194;1;15;0.52;7.73;91.75
2020-04-02;Chili;3404;18;335;0.53;9.84;89.63
2020-04-02;Cameroun;306;7;10;2.29;3.27;94.44
2020-04-02;Chine;81589;3318;76408;4.07;93.65;2.28
2020-04-02;Colombie;1161;19;55;1.64;4.74;93.63
2020-04-02;Costa Rica;396;2;6;0.51;1.52;97.98
2020-04-02;Cuba;233;6;13;2.58;5.58;91.85
2020-04-02;Cap-vert;6;1;0;16.67;0.00;83.33
2020-04-02;Chypre;356;10;28;2.81;7.87;89.33
2020-04-02;République Tchèque;3858;44;67;1.14;1.74;97.12
2020-04-02;Allemagne;84794;1107;22440;1.31;26.46;72.23
2020-04-02;Djibouti;40;0;0;0.00;0.00;100.00
2020-04-02;Danemark;3396;123;1091;3.62;32.13;64.25
2020-04-02;Dominique;12;0;0;0.00;0.00;100.00
2020-04-02;République Dominicaine;1380;60;16;4.35;1.16;94.49
2020-04-02;Algérie;986;86;61;8.72;6.19;85.09
2020-04-02;Équateur;3163;120;65;3.79;2.06;94.15
2020-04-02;Estonie;858;11;45;1.28;5.24;93.47
2020-04-02;Égypte;865;58;201;6.71;23.24;70.06
2020-04-02;Érythrée;22;0;0;0.00;0.00;100.00
2020-04-02;Espagne;112065;10348;26743;9.23;23.86;66.90
2020-04-02;Éthiopie;29;0;3;0.00;10.34;89.66
2020-04-02;Finlande;1518;19;300;1.25;19.76;78.99
2020-04-02;Fidji;7;0;0;0.00;0.00;100.00
2020-04-02;Îles Féroé;177;0;81;0.00;45.76;54.24
2020-04-02;France;59105;5387;12428;9.11;21.03;69.86
2020-04-02;Gabon;21;1;0;4.76;0.00;95.24
2020-04-02;Royaume-Uni;34085;2926;146;8.58;0.43;90.99
2020-04-02;Grenade;10;0;0;0.00;0.00;100.00
2020-04-02;Géorgie;134;0;26;0.00;19.40;80.60
2020-04-02;Guyane Française;51;0;15;0.00;29.41;70.59
2020-04-02;Ghana;204;5;31;2.45;15.20;82.35
2020-04-02;Gibraltar;88;0;46;0.00;52.27;47.73
2020-04-02;Gambie;4;1;2;25.00;50.00;25.00
2020-04-02;Guinée;52;0;0;0.00;0.00;100.00
2020-04-02;Guadeloupe;128;6;24;4.69;18.75;76.56
2020-04-02;Guinée Équatoriale;15;0;1;0.00;6.67;93.33
2020-04-02;Grèce;1544;53;61;3.43;3.95;92.62
2020-04-02;Guatemala;47;1;12;2.13;25.53;72.34
2020-04-02;Guinée-Bissau;9;0;0;0.00;0.00;100.00
2020-04-02;Guyana;19;4;0;21.05;0.00;78.95
2020-04-02;Hong-Kong;802;4;147;0.50;18.33;81.17
2020-04-02;Honduras;219;14;3;6.39;1.37;92.24
2020-04-02;Croatie;1011;7;88;0.69;8.70;90.60
2020-04-02;Haïti;16;0;1;0.00;6.25;93.75
2020-04-02;Hongrie;585;21;42;3.59;7.18;89.23
2020-04-02;Indonésie;1790;170;112;9.50;6.26;84.25
2020-04-02;Irlande;3849;98;5;2.55;0.13;97.32
2020-04-02;Israël;6857;36;338;0.53;4.93;94.55
2020-04-02;Inde;2543;72;191;2.83;7.51;89.66
2020-04-02;Iraq;772;54;202;6.99;26.17;66.84
2020-04-02;Iran;50468;3160;16711;6.26;33.11;60.63
2020-04-02;Islande;1319;4;284;0.30;21.53;78.17
2020-04-02;Italie;115242;13915;18278;12.07;15.86;72.06
2020-04-02;Jamaïque;47;3;2;6.38;4.26;89.36
2020-04-02;Jordanie;299;5;45;1.67;15.05;83.28
2020-04-02;Japon;2495;62;472;2.48;18.92;78.60
2020-04-02;Kenya;110;3;4;2.73;3.64;93.64
2020-04-02;Kirghizistan;116;0;5;0.00;4.31;95.69
2020-04-02;Cambodge;110;0;34;0.00;30.91;69.09
2020-04-02;Saint-Kitts-et-Nevis;9;0;0;0.00;0.00;100.00
2020-04-02;Corée du Sud;9976;169;5828;1.69;58.42;39.89
2020-04-02;Koweït;342;0;81;0.00;23.68;76.32
2020-04-02;Kazakhstan;435;3;27;0.69;6.21;93.10
2020-04-02;Laos;10;0;0;0.00;0.00;100.00
2020-04-02;Liban;494;16;46;3.24;9.31;87.45
2020-04-02;Sainte-Lucie;13;0;1;0.00;7.69;92.31
2020-04-02;Liechtenstein;75;0;0;0.00;0.00;100.00
2020-04-02;Sri Lanka;151;4;21;2.65;13.91;83.44
2020-04-02;Libéria;6;0;0;0.00;0.00;100.00
2020-04-02;Lituanie;649;9;7;1.39;1.08;97.53
2020-04-02;Luxembourg;2487;30;80;1.21;3.22;95.58
2020-04-02;Lettonie;458;0;31;0.00;6.77;93.23
2020-04-02;Libye;11;1;0;9.09;0.00;90.91
2020-04-02;Maroc;708;44;31;6.21;4.38;89.41
2020-04-02;Monaco;60;1;2;1.67;3.33;95.00
2020-04-02;Moldavie;505;6;23;1.19;4.55;94.26
2020-04-02;Montenegro;144;2;0;1.39;0.00;98.61
2020-04-02;Saint Martin;22;1;2;4.55;9.09;86.36
2020-04-02;Madagascar;59;0;0;0.00;0.00;100.00
2020-04-02;Macédoine;384;11;17;2.86;4.43;92.71
2020-04-02;Mali;36;3;0;8.33;0.00;91.67
2020-04-02;Birmanie;20;1;0;5.00;0.00;95.00
2020-04-02;Mongolie;14;0;2;0.00;14.29;85.71
2020-04-02;Macao;41;0;10;0.00;24.39;75.61
2020-04-02;Martinique;138;3;27;2.17;19.57;78.26
2020-04-02;Mauritanie;6;1;2;16.67;33.33;50.00
2020-04-02;Malte;196;0;2;0.00;1.02;98.98
2020-04-02;Maurice;169;7;0;4.14;0.00;95.86
2020-04-02;Maldives;19;0;13;0.00;68.42;31.58
2020-04-02;Malawi;3;0;0;0.00;0.00;100.00
2020-04-02;Mexique;1378;37;35;2.69;2.54;94.78
2020-04-02;Malaisie;3116;50;767;1.60;24.61;73.78
2020-04-02;Mozambique;10;0;0;0.00;0.00;100.00
2020-04-02;Namibie;14;0;3;0.00;21.43;78.57
2020-04-02;Nouvelle-Calédonie;18;0;1;0.00;5.56;94.44
2020-04-02;Niger;98;5;0;5.10;0.00;94.90
2020-04-02;Nigéria;184;2;20;1.09;10.87;88.04
2020-04-02;Nicaragua;5;1;0;20.00;0.00;80.00
2020-04-02;Pays-Bas;14788;1341;260;9.07;1.76;89.17
2020-04-02;Norvège;5147;50;32;0.97;0.62;98.41
2020-04-02;Népal;6;0;1;0.00;16.67;83.33
2020-04-02;Nouvelle-Zélande;797;1;92;0.13;11.54;88.33
2020-04-02;Oman;231;1;57;0.43;24.68;74.89
2020-04-02;Panama;1317;32;9;2.43;0.68;96.89
2020-04-02;Pérou;1414;55;537;3.89;37.98;58.13
2020-04-02;Polynésie Française;37;0;0;0.00;0.00;100.00
2020-04-02;Papouasie-Nouvelle-Guinée;1;0;0;0.00;0.00;100.00
2020-04-02;Philippines;2633;107;51;4.06;1.94;94.00
2020-04-02;Pakistan;2421;34;125;1.40;5.16;93.43
2020-04-02;Pologne;2946;57;56;1.93;1.90;96.16
2020-04-02;Palestine;161;1;18;0.62;11.18;88.20
2020-04-02;Portugal;9034;209;68;2.31;0.75;96.93
2020-04-02;Paraguay;77;3;2;3.90;2.60;93.51
2020-04-02;Qatar;949;3;72;0.32;7.59;92.10
2020-04-02;Réunion;308;0;40;0.00;12.99;87.01
2020-04-02;Roumanie;2738;115;267;4.20;9.75;86.05
2020-04-02;Serbie;1171;31;0;2.65;0.00;97.35
2020-04-02;Fédération de Russie;3548;30;235;0.85;6.62;92.53
2020-04-02;Rwanda;84;0;0;0.00;0.00;100.00
2020-04-02;Arabie Saoudite;1885;21;328;1.11;17.40;81.49
2020-04-02;Seychelles;10;0;0;0.00;0.00;100.00
2020-04-02;Soudan;8;2;2;25.00;25.00;50.00
2020-04-02;Suède;5568;308;103;5.53;1.85;92.62
2020-04-02;Singapour;1049;4;266;0.38;25.36;74.26
2020-04-02;Slovénie;897;17;70;1.90;7.80;90.30
2020-04-02;Slovaquie;426;1;5;0.23;1.17;98.59
2020-04-02;Sierra Leone;2;0;0;0.00;0.00;100.00
2020-04-02;Saint-Marin;245;30;21;12.24;8.57;79.18
2020-04-02;Sénégal;195;1;55;0.51;28.21;71.28
2020-04-02;Somalie;5;0;1;0.00;20.00;80.00
2020-04-02;Suriname;10;0;0;0.00;0.00;100.00
2020-04-02;El Salvador;41;2;0;4.88;0.00;95.12
2020-04-02;Syrie;16;2;0;12.50;0.00;87.50
2020-04-02;Eswatini;9;0;0;0.00;0.00;100.00
2020-04-02;Tchad;8;0;0;0.00;0.00;100.00
2020-04-02;Togo;39;2;17;5.13;43.59;51.28
2020-04-02;Thaïlande;1875;15;505;0.80;26.93;72.27
2020-04-02;Timor-Leste;1;0;0;0.00;0.00;100.00
2020-04-02;Tunisie;455;14;5;3.08;1.10;95.82
2020-04-02;Turquie;18135;356;415;1.96;2.29;95.75
2020-04-02;Trinité-et-Tobago;94;5;1;5.32;1.06;93.62
2020-04-02;Taïwan;339;5;45;1.47;13.27;85.25
2020-04-02;Tanzanie;20;1;2;5.00;10.00;85.00
2020-04-02;Ukraine;897;22;19;2.45;2.12;95.43
2020-04-02;Ouganda;45;0;0;0.00;0.00;100.00
2020-04-02;États-Unis;243599;5926;9001;2.43;3.70;93.87
2020-04-02;Uruguay;350;4;62;1.14;17.71;81.14
2020-04-02;Ouzbékistan;205;2;25;0.98;12.20;86.83
2020-04-02;Vatican;7;0;0;0.00;0.00;100.00
2020-04-02;St-Vincent / Grenadines;2;0;1;0.00;50.00;50.00
2020-04-02;Venezuela;146;5;43;3.42;29.45;67.12
